customer,order,total_items,discount%,weekday,hour,Food%,Fresh%,Drinks%,Home%,Beauty%,Health%,Baby%,Pets%,num_orders,labels,class
474,1647,12.0,3.5100000000000002,1,18,11.15,0.0,0.8733333333333334,13.850000000000001,18.52,7.75,47.85666666666666,0.0,3.0,7,new_parents
475,1650,17.5,5.215,5,11,12.165,15.91,62.36,0.945,8.62,0.0,0.0,0.0,2.0,5,drink_buyers
476,1652,39.5,18.384999999999998,2,21,68.51,3.925,24.825000000000003,0.0,0.0,0.0,0.0,0.0,2.0,8,grocery_regulars
477,1654,21.529411764705884,5.582941176470589,1,20,24.541176470588237,49.16764705882353,16.897058823529413,6.756470588235294,0.0,0.0,2.6388235294117646,0.0,17.0,4,loyals
478,1671,76.33333333333333,3.11,6,20,36.086666666666666,13.11,40.60666666666666,5.636666666666667,4.56,0.0,0.0,0.0,3.0,8,grocery_regulars
479,1674,55.0,3.28,3,23,49.46,0.0,10.36,0.0,0.0,0.0,40.18,0.0,1.0,8,grocery_regulars
480,1675,17.0,2.36,2,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,grocery_regulars
481,1676,42.333333333333336,26.03,2,14,51.27333333333333,11.329999999999998,4.57,17.01,9.866666666666667,0.0,5.57,0.37666666666666665,3.0,8,grocery_regulars
482,1679,23.0,3.12,1,19,16.5,0.0,83.5,0.0,0.0,0.0,0.0,0.0,1.0,5,drink_buyers
483,1680,59.0,3.71,7,22,17.34,44.06,27.97,0.0,10.64,0.0,0.0,0.0,1.0,1,fresh_regulars
484,1681,41.5,7.2124999999999995,1,20,39.156666666666666,24.519166666666667,16.913333333333338,13.990833333333333,5.250833333333334,0.0,0.17,0.0,12.0,4,loyals
485,1693,13.0,10.12,6,15,29.94,0.0,14.56,27.67,16.28,11.55,0.0,0.0,1.0,8,grocery_regulars
486,1694,25.0,1.3033333333333335,1,21,42.11333333333334,0.0,35.203333333333326,21.87,0.8133333333333334,0.0,0.0,0.0,3.0,8,grocery_regulars
487,1697,38.666666666666664,5.420000000000001,6,21,28.30666666666667,26.613333333333333,20.279999999999998,14.44,6.760000000000001,0.0,3.6,0.0,3.0,8,grocery_regulars
488,1700,37.0,13.14,4,19,0.0,0.0,12.11,87.89,0.0,0.0,0.0,0.0,1.0,2,home_decorators
489,1701,7.0,7.663333333333334,4,1,0.0,0.0,68.33333333333333,0.0,0.0,0.0,29.71666666666667,0.0,3.0,5,drink_buyers
490,1704,97.25,3.9075,5,10,74.9225,0.0,19.9825,4.7275,0.3675,0.0,0.0,0.0,4.0,8,grocery_regulars
491,1708,36.333333333333336,2.518333333333333,1,13,29.188333333333333,42.125,11.083333333333334,9.028333333333334,5.573333333333333,3.0,0.0,0.0,6.0,1,fresh_regulars
492,1714,68.0,5.665,3,22,27.07,12.66,31.825,19.76,3.41,3.165,2.11,0.0,2.0,8,grocery_regulars
493,1716,31.5,-0.3400000000000001,7,21,21.080000000000002,0.0,60.72,17.79,0.0,0.0,0.415,0.0,2.0,5,drink_buyers
494,1718,39.75,5.4425,5,14,28.627499999999998,9.105,30.382500000000004,22.427500000000002,9.4575,0.0,0.0,0.0,4.0,8,grocery_regulars
495,1722,27.5,14.37,7,14,29.4,0.0,55.555,3.44,11.605,0.0,0.0,0.0,2.0,5,drink_buyers
496,1724,7.0,23.08,1,8,0.0,0.0,0.0,77.75,22.25,0.0,0.0,0.0,1.0,2,home_decorators
497,1725,23.0,2.93,7,16,0.0,7.98,62.15,0.0,0.0,15.55,14.32,0.0,1.0,5,drink_buyers
498,1726,28.5,8.533333333333333,4,10,14.803333333333333,0.0,45.55666666666667,39.63666666666666,0.0,0.0,0.0,0.0,6.0,8,grocery_regulars
499,1732,11.0,3.295,3,13,5.343333333333334,1.2566666666666666,18.043333333333333,4.855,1.7816666666666665,0.0,67.61666666666667,0.0,6.0,7,new_parents
500,1738,43.0,9.27,4,11,27.265,12.39,27.045,28.8,0.0,0.0,4.5,0.0,2.0,8,grocery_regulars
501,1740,83.33333333333333,2.76,6,13,22.80333333333333,52.64333333333334,15.996666666666664,4.736666666666667,3.823333333333333,0.0,0.0,0.0,3.0,1,fresh_regulars
502,1743,22.181818181818183,10.175454545454544,2,16,8.59909090909091,55.401818181818186,25.19181818181818,6.562727272727273,2.4318181818181817,0.0,0.0,1.8136363636363635,11.0,4,loyals
503,1754,55.5,1.995,3,17,11.8725,51.932500000000005,17.035000000000004,7.375,0.2975,0.16,2.73,8.595,4.0,1,fresh_regulars
504,1758,20.0,10.32,2,0,26.23,22.79,12.59,32.73,5.66,0.0,0.0,0.0,1.0,8,grocery_regulars
505,1759,28.0,1.49,2,23,23.555,21.595,38.155,15.28,0.0,0.0,1.42,0.0,2.0,8,grocery_regulars
506,1761,21.0,6.09,1,8,0.0,0.0,80.03,19.97,0.0,0.0,0.0,0.0,1.0,5,drink_buyers
507,1762,11.0,4.04,7,11,10.15,47.53,37.47,4.85,0.0,0.0,0.0,0.0,1.0,1,fresh_regulars
508,1763,29.0,13.82,1,22,3.78,0.0,10.98,18.5,0.0,7.51,59.23,0.0,1.0,7,new_parents
509,1764,24.75,3.3925,6,7,13.765,8.08,52.9875,9.095,12.3125,0.1125,3.6475,0.0,4.0,5,drink_buyers
511,1769,75.0,6.42,2,11,50.34,17.34,7.6,0.0,13.77,10.95,0.0,0.0,1.0,8,grocery_regulars
512,1770,17.75,5.2575,1,8,8.495000000000001,0.0,36.9775,54.53,0.0,0.0,0.0,0.0,4.0,2,home_decorators
513,1774,21.0,20.3,1,22,0.0,0.0,20.5,60.06,15.71,0.0,3.73,0.0,1.0,2,home_decorators
514,1775,38.0,2.1799999999999997,3,19,24.505,50.05,20.275,3.95,1.22,0.0,0.0,0.0,2.0,1,fresh_regulars
515,1777,42.0,4.86,5,11,45.36,0.0,13.07,40.12,0.0,0.0,0.0,1.45,1.0,8,grocery_regulars
516,1778,39.0,1.05,2,23,16.78,25.79,23.5,4.95,3.27,2.65,23.05,0.0,1.0,1,fresh_regulars
517,1779,21.5,2.6049999999999995,1,10,46.59,2.07,20.33,22.24,8.77,0.0,0.0,0.0,2.0,8,grocery_regulars
518,1781,11.0,8.39,2,18,19.37,0.0,0.0,0.0,34.37,0.0,46.26,0.0,1.0,7,new_parents
519,1782,18.5,8.45,2,0,9.195,1.39,24.545,35.370000000000005,2.41,0.0,27.090000000000003,0.0,2.0,2,home_decorators
520,1784,62.5,3.525,1,17,28.0,20.62,16.305,13.295,21.785,0.0,0.0,0.0,2.0,8,grocery_regulars
521,1786,17.0,7.09,6,1,34.87,0.0,8.7,27.56,6.18,0.0,0.0,0.0,1.0,8,grocery_regulars
522,1787,9.0,38.29,2,9,0.0,0.0,0.0,28.69,0.0,0.0,71.31,0.0,1.0,7,new_parents
523,1788,29.0,22.55,6,12,6.48,32.85,0.0,41.84,14.77,4.06,0.0,0.0,1.0,2,home_decorators
524,1789,5.0,20.04,2,19,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0,beauty_concious
525,1790,23.8,1.268,2,23,38.013999999999996,0.0,35.32,11.56,12.22,2.888,0.0,0.0,5.0,8,grocery_regulars
526,1795,37.0,25.17,1,21,27.73,29.3,17.42,25.55,0.0,0.0,0.0,0.0,1.0,1,fresh_regulars
527,1796,121.8,6.247999999999999,7,21,14.75,40.35,12.346,11.292,6.544,0.072,14.65,0.0,5.0,1,fresh_regulars
529,1802,8.0,4.795,3,8,0.0,0.0,0.0,12.78,0.0,0.0,31.275,55.945,2.0,6,pet_lovers
530,1804,33.333333333333336,2.0933333333333333,3,23,9.348333333333334,0.0,84.23,0.0,6.423333333333333,0.0,0.0,0.0,6.0,5,drink_buyers
532,1811,29.5,16.75,6,12,32.97,0.0,33.255,0.365,21.32,12.085,0.0,0.0,2.0,8,grocery_regulars
533,1813,28.2,10.23,2,23,16.69,9.248,33.866,35.256,3.8340000000000005,0.0,1.1039999999999999,0.0,5.0,8,grocery_regulars
534,1818,21.0,14.82,6,9,0.0,0.0,76.61,23.39,0.0,0.0,0.0,0.0,1.0,5,drink_buyers
535,1819,22.5,3.611666666666667,4,23,25.948333333333334,12.365,40.42666666666667,15.501666666666665,2.9883333333333333,0.0,2.768333333333333,0.0,6.0,8,grocery_regulars
536,1825,28.6,4.28,6,12,46.327999999999996,12.02,35.314,4.6659999999999995,1.67,0.0,0.0,0.0,5.0,8,grocery_regulars
537,1830,48.0,1.26,2,12,39.74,11.18,21.26,0.0,0.0,0.0,27.82,0.0,1.0,8,grocery_regulars
538,1831,12.5,1.5,1,17,16.01,7.995,53.16,22.835,0.0,0.0,0.0,0.0,2.0,5,drink_buyers
539,1833,17.0,32.5,6,12,0.0,0.0,0.0,39.81,60.19,0.0,0.0,0.0,1.0,0,beauty_concious
540,1834,22.0,15.78,3,17,7.59,0.0,15.334999999999999,43.705,33.3675,0.0,0.0,0.0,4.0,2,home_decorators
541,1838,57.5,4.175,5,23,26.4075,4.657500000000001,30.7425,17.432499999999997,2.2874999999999996,0.0,18.4775,0.0,4.0,8,grocery_regulars
542,1842,11.0,5.015,6,11,3.245,0.0,0.0,0.0,24.255000000000003,9.135,0.0,63.364999999999995,2.0,6,pet_lovers
543,1844,22.75,4.5175,1,11,3.6125,29.265,16.4475,13.325,0.24,0.0,37.1075,0.0,4.0,1,fresh_regulars
544,1848,9.0,1.845,2,11,38.95,0.0,0.0,0.0,11.535,49.515,0.0,0.0,2.0,9,health_concious
545,1850,29.0,0.98,1,19,44.795,0.0,19.96,7.84,2.285,25.12,0.0,0.0,2.0,9,health_concious
546,1852,27.0,20.53,6,22,6.56,0.0,7.7,71.05,0.0,0.0,14.68,0.0,1.0,2,home_decorators
547,1853,126.0,1.34,7,14,15.21,27.22,32.6,9.3,0.0,0.0,0.0,15.67,1.0,1,fresh_regulars
548,1854,27.5,4.4,3,10,20.475,12.415,30.42,28.240000000000002,3.02,0.0,0.0,5.43,2.0,8,grocery_regulars
549,1856,34.25,12.04,7,20,41.845,0.0,25.3525,27.59,4.8925,0.0,0.0,0.3225,4.0,8,grocery_regulars
551,1862,32.42857142857143,16.614285714285714,3,10,12.111428571428572,24.745714285714282,41.16285714285714,12.242857142857144,3.4057142857142857,0.0,3.8528571428571428,2.4771428571428573,7.0,8,grocery_regulars
554,1872,8.0,0.0,4,22,36.04,0.0,0.0,0.0,0.0,63.96,0.0,0.0,1.0,9,health_concious
555,1873,24.0,16.876666666666665,6,11,55.576666666666675,0.0,0.0,32.42666666666667,11.996666666666668,0.0,0.0,0.0,3.0,8,grocery_regulars
556,1876,10.0,11.5,6,17,0.0,0.0,0.0,56.45,33.01,0.0,10.54,0.0,1.0,2,home_decorators
557,1877,35.5,8.5,3,23,36.405,0.0,41.93,9.95,0.0,0.0,11.71,0.0,2.0,8,grocery_regulars
558,1879,29.333333333333332,20.44666666666667,4,11,4.37,0.0,9.83,10.503333333333332,3.106666666666667,0.0,72.18333333333334,0.0,3.0,7,new_parents
559,1882,15.0,8.47,2,23,6.65,76.965,3.09,13.295,0.0,0.0,0.0,0.0,2.0,1,fresh_regulars
560,1884,27.0,30.575,2,10,65.575,0.0,13.04,20.205,1.185,0.0,0.0,0.0,2.0,8,grocery_regulars
561,1886,64.0,19.625,5,12,38.480000000000004,24.115000000000002,22.61,6.435,4.37,0.0,3.99,0.0,2.0,8,grocery_regulars
562,1888,38.0,47.62,5,10,37.49,0.0,27.77,7.51,27.23,0.0,0.0,0.0,1.0,8,grocery_regulars
563,1889,11.0,35.03,5,20,4.01,0.0,14.05,41.27,7.26,0.0,33.41,0.0,1.0,2,home_decorators
564,1890,32.125,20.50125,6,17,38.78125,33.07625,6.998749999999999,10.0125,11.129999999999999,0.0,0.0,0.0,8.0,4,loyals
565,1898,34.0,6.81,4,9,17.65,0.0,10.33,52.03,0.0,0.0,0.0,19.99,1.0,2,home_decorators
566,1899,55.0,1.95,6,15,5.78,34.89,34.23,12.57,12.53,0.0,0.0,0.0,1.0,1,fresh_regulars
567,1900,5.333333333333333,5.669999999999999,3,18,30.696666666666662,0.0,29.96666666666667,0.0,39.336666666666666,0.0,0.0,0.0,3.0,0,beauty_concious
568,1903,76.25,1.73,7,13,36.26,0.0,33.7525,28.012500000000003,0.55,0.0,1.4275,0.0,4.0,8,grocery_regulars
569,1907,28.0,3.535,6,17,14.73,1.805,44.58,10.36,28.525,0.0,0.0,0.0,2.0,8,grocery_regulars
570,1909,16.666666666666668,9.973333333333334,1,10,6.0,0.0,17.2,24.81,1.4966666666666668,3.893333333333333,46.596666666666664,0.0,3.0,7,new_parents
571,1912,25.0,6.246666666666667,4,12,27.293333333333333,0.0,24.959999999999997,18.106666666666666,21.97,6.06,1.6133333333333333,0.0,3.0,8,grocery_regulars
572,1915,18.0,14.59,2,10,7.69,4.82,36.39,0.0,0.0,0.0,0.0,51.09,1.0,6,pet_lovers
573,1916,26.25,39.7225,7,23,39.825,0.0,15.842500000000001,9.735,28.25,2.4275,0.0,0.0,4.0,8,grocery_regulars
574,1920,11.5,3.995,7,20,8.035,0.0,50.25,24.205,17.51,0.0,0.0,0.0,2.0,5,drink_buyers
575,1922,37.714285714285715,6.468571428571428,6,12,24.771428571428572,9.58,28.07857142857143,8.684285714285714,12.08857142857143,0.0,16.797142857142855,0.0,7.0,8,grocery_regulars
576,1929,14.625,10.57875,7,22,3.42,83.1275,0.0,1.2,10.12375,2.12875,0.0,0.0,8.0,1,fresh_regulars
577,1937,36.5,11.9825,2,11,33.53,20.395,13.1325,11.5625,0.0,2.2375,18.362499999999997,0.0,4.0,8,grocery_regulars
579,1943,31.0,19.2,1,18,0.0,0.0,76.81,23.19,0.0,0.0,0.0,0.0,1.0,5,drink_buyers
580,1944,9.5,0.115,3,11,11.95,0.0,1.725,39.405,0.0,0.0,46.92,0.0,2.0,7,new_parents
581,1946,16.2,7.465999999999999,1,22,16.676,7.13,44.146,4.726000000000001,0.754,0.0,26.568,0.0,5.0,5,drink_buyers
582,1951,36.5,4.705,6,11,36.54,0.0,41.025,19.255,0.0,0.0,0.0,3.18,2.0,8,grocery_regulars
583,1953,12.0,4.16,3,7,0.0,0.0,29.373333333333335,17.043333333333333,0.0,0.0,53.583333333333336,0.0,3.0,7,new_parents
584,1956,10.0,7.81,7,20,40.83,15.83,0.0,27.54,15.8,0.0,0.0,0.0,1.0,8,grocery_regulars
585,1957,33.333333333333336,5.6933333333333325,1,18,48.88666666666666,0.0,32.16,7.876666666666668,10.57,0.0,0.0,0.5066666666666667,3.0,8,grocery_regulars
586,1960,28.333333333333332,1.5133333333333334,2,9,23.69333333333333,0.0,35.93666666666667,40.370000000000005,0.0,0.0,0.0,0.0,3.0,8,grocery_regulars
587,1963,15.0,0.0,2,12,0.0,0.0,79.56,20.44,0.0,0.0,0.0,0.0,1.0,5,drink_buyers
588,1964,63.0,2.36,2,22,26.93,26.42,34.22,10.4,0.0,0.0,0.0,0.0,1.0,1,fresh_regulars
589,1965,72.0,12.0,1,12,30.45,0.0,15.57,24.58,27.25,0.0,2.14,0.0,1.0,8,grocery_regulars
590,1966,27.0,4.16,1,23,35.02,11.98,36.69,5.53,10.78,0.0,0.0,0.0,1.0,8,grocery_regulars
591,1967,33.0,0.84,1,11,0.0,0.0,87.795,12.205,0.0,0.0,0.0,0.0,2.0,5,drink_buyers
592,1969,12.75,2.89375,6,14,3.3287500000000003,0.0,19.508750000000003,20.1875,3.16125,3.62125,50.1925,0.0,8.0,7,new_parents
593,1977,20.833333333333332,7.398333333333333,2,16,17.951666666666664,0.0,34.638333333333335,43.151666666666664,4.256666666666667,0.0,0.0,0.0,6.0,2,home_decorators
594,1983,15.0,0.0,3,21,22.51,0.0,21.34,19.9,5.22,23.38,0.0,7.65,1.0,9,health_concious
595,1984,44.0,0.0,1,21,8.19,0.0,80.02,11.79,0.0,0.0,0.0,0.0,1.0,5,drink_buyers
596,1985,25.2,2.88,7,17,24.086,14.978,37.726,14.994,6.717999999999999,0.0,1.502,0.0,5.0,8,grocery_regulars
597,1990,25.666666666666668,10.44,4,9,7.333333333333333,0.0,72.33666666666666,13.066666666666668,7.263333333333333,0.0,0.0,0.0,3.0,5,drink_buyers
598,1993,6.0,25.04,7,11,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0,beauty_concious
599,1994,5.0,0.0,2,1,15.55,0.0,0.0,84.45,0.0,0.0,0.0,0.0,1.0,2,home_decorators
600,1995,17.0,9.57,5,15,35.32,54.77,0.0,9.91,0.0,0.0,0.0,0.0,1.0,1,fresh_regulars
601,1996,25.0,3.65,2,0,9.79,3.22,0.0,86.98,0.0,0.0,0.0,0.0,1.0,2,home_decorators
602,1997,23.75,14.11,1,11,15.875,26.765,16.8575,22.205,18.3,0.0,0.0,0.0,4.0,8,grocery_regulars
603,2001,40.4,9.764,5,1,12.102,12.656,12.488,13.914000000000001,20.436,0.0,0.0,28.402000000000005,5.0,8,grocery_regulars
604,2006,30.0,9.43,1,18,22.34,0.0,8.61,23.68,45.37,0.0,0.0,0.0,1.0,0,beauty_concious
605,2007,18.0,13.555,7,22,15.15,0.0,3.57,1.18,0.0,1.74,78.365,0.0,2.0,7,new_parents
606,2009,24.142857142857142,6.7907142857142855,2,15,12.043571428571429,56.15571428571429,13.592857142857142,8.19,2.8742857142857146,0.0,7.142857142857143,0.0,14.0,4,loyals
607,2023,30.0,6.65,7,12,5.27,15.21,23.98,48.83,0.0,0.0,6.71,0.0,1.0,2,home_decorators
608,2024,26.0,4.926,4,9,27.409999999999997,0.0,38.187999999999995,15.77,5.874,0.0,5.72,7.042,5.0,8,grocery_regulars
609,2029,50.0,17.709999999999997,4,14,40.38999999999999,0.0,16.39,26.350000000000005,15.893333333333333,0.0,0.9733333333333333,0.0,3.0,8,grocery_regulars
610,2032,35.0,23.56,1,12,30.55,0.0,14.82,51.89,0.0,0.0,2.74,0.0,1.0,2,home_decorators
611,2033,13.0,8.19,5,16,0.0,0.0,0.0,0.0,65.47,34.53,0.0,0.0,1.0,9,health_concious
612,2034,33.0,10.4,1,14,29.835,14.14,21.09,1.085,14.610000000000001,14.145,0.0,5.09,2.0,8,grocery_regulars
613,2036,41.0,14.43,4,20,10.385,2.885,50.800000000000004,22.82,2.09,0.0,11.025,0.0,2.0,5,drink_buyers
614,2038,22.0,13.583333333333334,4,18,0.0,0.0,4.616666666666666,93.89666666666666,1.4866666666666666,0.0,0.0,0.0,3.0,2,home_decorators
615,2041,18.5,12.02,4,15,6.28,0.0,4.32,14.405000000000001,1.055,0.0,73.94,0.0,2.0,7,new_parents
616,2043,35.142857142857146,5.951428571428572,7,15,27.695714285714285,24.35714285714286,33.22714285714286,10.794285714285715,0.7728571428571429,1.3942857142857144,1.7614285714285713,0.0,7.0,8,grocery_regulars
617,2050,19.0,0.0,5,1,43.63,0.0,0.0,0.0,24.36,0.0,0.0,0.0,1.0,8,grocery_regulars
618,2051,123.33333333333333,2.9499999999999997,1,22,17.266666666666666,50.10333333333333,5.116666666666667,9.436666666666666,6.669999999999999,0.42,10.986666666666666,0.0,3.0,1,fresh_regulars
619,2054,44.5,2.225,1,21,49.44,0.0,28.21,21.5,0.855,0.0,0.0,0.0,2.0,8,grocery_regulars
620,2056,32.0,15.4,2,15,6.71,3.15,11.64,60.39,9.84,0.0,8.27,0.0,1.0,2,home_decorators
621,2057,26.714285714285715,3.8228571428571425,2,19,5.422857142857143,10.567142857142857,78.20285714285714,3.4785714285714286,2.3285714285714287,0.0,0.0,0.0,7.0,5,drink_buyers
622,2064,35.0,27.72,1,12,0.0,0.0,29.24,70.76,0.0,0.0,0.0,0.0,1.0,2,home_decorators
623,2065,42.6,6.736,2,13,14.677999999999997,31.381999999999998,16.058,13.548000000000002,4.662000000000001,0.0,17.334,2.336,5.0,1,fresh_regulars
625,2072,31.0,7.9,3,11,8.49,0.0,28.56,59.5,3.46,0.0,0.0,0.0,1.0,2,home_decorators
626,2073,20.666666666666668,13.513333333333335,1,19,0.0,1.9833333333333334,46.46,19.220000000000002,0.0,0.0,32.336666666666666,0.0,3.0,5,drink_buyers
627,2076,28.5,3.8925,5,15,49.94,10.0925,11.4575,27.54,0.97,0.0,0.0,0.0,4.0,8,grocery_regulars
628,2080,40.0,3.225,7,0,25.915,0.0,14.505,51.82,1.11,6.65,0.0,0.0,2.0,2,home_decorators
629,2082,19.0,13.58,6,16,2.59,5.59,53.52,38.3,0.0,0.0,0.0,0.0,1.0,5,drink_buyers
630,2083,49.0,5.005000000000001,2,10,32.025,19.725,28.09,18.490000000000002,0.0,0.0,0.0,0.0,2.0,8,grocery_regulars
631,2085,30.0,5.375,3,0,25.738333333333333,12.508333333333335,50.91,10.32,0.5216666666666666,0.0,0.0,0.0,6.0,5,drink_buyers
632,2091,48.0,6.62,2,12,79.06,0.0,11.74,9.2,0.0,0.0,0.0,0.0,1.0,8,grocery_regulars
633,2092,20.166666666666668,20.563333333333333,1,19,15.089999999999998,0.84,42.038333333333334,38.46,3.5716666666666668,0.0,0.0,0.0,6.0,2,home_decorators
634,2098,25.714285714285715,5.297142857142857,7,21,16.155714285714286,1.0814285714285714,22.54428571428571,15.467142857142859,9.471428571428572,1.6585714285714286,33.61857142857143,0.0,7.0,8,grocery_regulars
635,2105,26.22222222222222,2.655555555555555,7,19,10.414444444444444,0.0,44.358888888888885,1.77,0.0,0.0,43.45666666666667,0.0,9.0,4,loyals
636,2114,28.0,7.92,2,17,23.205,0.0,10.84,49.44,10.12,3.675,0.0,2.725,2.0,2,home_decorators
637,2116,38.0,5.7,3,16,24.0,12.45,41.58,21.97,0.0,0.0,0.0,0.0,1.0,8,grocery_regulars
638,2117,16.5,5.27,6,10,54.125,0.0,18.395,0.0,0.0,0.0,0.0,27.475,2.0,8,grocery_regulars
639,2119,28.333333333333332,13.959999999999999,1,17,26.650000000000002,0.0,55.28333333333333,6.763333333333333,3.0366666666666666,0.0,0.0,8.263333333333334,3.0,5,drink_buyers
640,2122,49.0,13.055,2,14,42.44,10.274999999999999,22.415,17.43,7.4350000000000005,0.0,0.0,0.0,2.0,8,grocery_regulars
641,2124,45.0,6.835,5,8,40.845,2.895,35.894999999999996,16.975,3.39,0.0,0.0,0.0,2.0,8,grocery_regulars
642,2126,39.0,4.72,2,0,10.31,0.0,34.93,19.11,0.0,0.0,35.65,0.0,1.0,8,grocery_regulars
643,2127,25.0,4.88,5,10,36.045,0.0,9.745000000000001,33.475,20.74,0.0,0.0,0.0,2.0,8,grocery_regulars
644,2129,28.5,11.885,2,12,46.985,0.0,13.665,1.1,25.785,0.0,0.0,9.375,2.0,8,grocery_regulars
645,2131,34.0,2.855,2,20,34.785000000000004,11.245,18.89,16.57,8.005,10.5,0.0,0.0,2.0,8,grocery_regulars
646,2133,23.0,14.81,1,15,0.0,0.0,23.35,73.13,3.52,0.0,0.0,0.0,1.0,2,home_decorators
647,2134,26.714285714285715,1.9442857142857142,6,11,17.07857142857143,33.24714285714286,32.28714285714286,10.621428571428572,1.7957142857142856,0.0,4.972857142857143,0.0,7.0,1,fresh_regulars
648,2141,28.25,17.557499999999997,1,11,15.784999999999998,0.0,5.85,51.9375,8.754999999999999,0.0,17.67,0.0,4.0,2,home_decorators
649,2145,19.0,0.0,7,11,11.43,0.0,39.1,36.38,13.09,0.0,0.0,0.0,1.0,2,home_decorators
650,2146,26.666666666666668,4.283333333333333,6,9,18.103333333333335,0.0,42.62666666666667,30.526666666666667,8.74,0.0,0.0,0.0,3.0,8,grocery_regulars
651,2149,14.0,0.0,7,12,62.3,8.620000000000001,0.0,29.08,0.0,0.0,0.0,0.0,2.0,8,grocery_regulars
653,2152,21.0,1.875,1,9,1.31,19.869999999999997,56.81,22.009999999999998,0.0,0.0,0.0,0.0,2.0,5,drink_buyers
654,2154,35.0,43.0,3,22,18.98,26.35,4.3,1.21,14.17,0.0,34.98,0.0,1.0,1,fresh_regulars
655,2155,22.0,2.57,1,23,3.92,37.49,18.95,0.0,39.64,0.0,0.0,0.0,1.0,0,beauty_concious
656,2156,23.0,0.58,2,16,33.87,0.0,16.79,49.35,0.0,0.0,0.0,0.0,1.0,2,home_decorators
657,2157,34.416666666666664,2.1966666666666668,3,14,39.24777777777778,0.0,55.07444444444446,0.0,3.5366666666666666,0.0,2.1405555555555558,0.0,36.0,4,loyals
658,2193,35.0,2.793333333333333,1,14,17.41333333333333,0.0,54.473333333333336,18.323333333333334,0.0,0.0,0.0,9.790000000000001,3.0,5,drink_buyers
659,2196,39.0,3.75,5,1,11.62,0.0,41.73,23.13,0.0,0.0,23.52,0.0,1.0,8,grocery_regulars
660,2197,39.0,5.183999999999999,4,21,29.032,4.975999999999999,21.014,10.424,1.9940000000000002,0.0,32.558,0.0,5.0,8,grocery_regulars
661,2202,47.5,9.865,1,21,8.885,1.365,37.49,31.655,10.924999999999999,0.0,9.68,0.0,2.0,8,grocery_regulars
662,2204,36.0,9.12,5,0,5.17,17.83,33.54,36.17,7.3,0.0,0.0,0.0,1.0,2,home_decorators
663,2205,28.142857142857142,12.255714285714287,3,18,33.192142857142855,0.0,38.295714285714276,21.917857142857144,0.5285714285714286,0.0,5.834285714285714,0.23357142857142857,14.0,4,loyals
664,2219,30.0,6.1,3,22,39.34,0.0,32.22,0.0,12.35,0.0,0.0,16.09,1.0,8,grocery_regulars
665,2220,29.0,8.95,3,0,28.79,0.0,6.9,51.93,12.38,0.0,0.0,0.0,1.0,2,home_decorators
667,2222,29.0,7.290000000000001,7,20,15.535,4.79,53.355000000000004,26.315,0.0,0.0,0.0,0.0,2.0,5,drink_buyers
668,2224,37.75,5.86875,3,10,10.64125,57.5225,19.75,4.67,5.575,1.84125,0.0,0.0,8.0,1,fresh_regulars
669,2232,14.5,8.16,3,10,3.695,10.165000000000001,46.95,0.0,23.265,8.945,0.0,0.0,2.0,5,drink_buyers
670,2234,26.692307692307693,3.097692307692308,2,13,16.318461538461538,8.593846153846155,45.61307692307692,26.360769230769236,0.8161538461538461,0.0,0.0,2.2976923076923077,13.0,4,loyals
671,2247,5.0,0.0,1,16,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,grocery_regulars
672,2248,15.0,29.26,6,19,0.0,0.0,0.0,0.0,4.98,0.0,95.02,0.0,1.0,7,new_parents
673,2249,35.0,31.08,3,14,35.32,0.0,6.29,39.22,19.16,0.0,0.0,0.0,1.0,2,home_decorators
674,2250,20.0,29.2,7,21,22.12,0.0,3.1,74.78,0.0,0.0,0.0,0.0,1.0,2,home_decorators
675,2251,19.88888888888889,7.348888888888889,4,23,24.89111111111111,0.0,27.124444444444443,3.4355555555555553,11.02111111111111,0.0,33.52777777777778,0.0,9.0,4,loyals
676,2260,53.5,9.834999999999999,1,21,21.849999999999998,25.295,12.135,18.0775,1.4425000000000001,0.0,21.2,0.0,4.0,1,fresh_regulars
677,2264,34.5,0.54,5,22,53.72,3.655,18.384999999999998,8.065,13.61,2.565,0.0,0.0,2.0,8,grocery_regulars
678,2266,21.0,8.49,3,23,24.75,0.0,26.24,49.01,0.0,0.0,0.0,0.0,1.0,2,home_decorators
679,2267,32.0,5.22,1,23,6.94,0.0,88.33,0.0,0.0,0.0,4.73,0.0,1.0,5,drink_buyers
680,2268,40.333333333333336,7.2,2,18,15.469999999999999,47.343333333333334,17.796666666666667,16.373333333333335,3.02,0.0,0.0,0.0,3.0,1,fresh_regulars
681,2271,31.0,18.14,2,19,0.0,0.0,29.74,30.27,0.0,0.0,0.0,39.99,1.0,6,pet_lovers
682,2272,38.0,2.7800000000000002,7,21,20.05,37.595,17.855,4.25,3.925,7.915,0.0,8.41,2.0,1,fresh_regulars
683,2274,47.0,0.2,3,12,15.11,59.315,22.805,1.315,1.455,0.0,0.0,0.0,2.0,1,fresh_regulars
